"Time","Handle/0/X","Handle/0/Y"
"13.422","131.8193","-8.976929"
"13.43","136.8185","-8.968506"
"13.438","140.824","-6.981476"
"13.447","146.815","-6.97113"
"13.455","150.8145","-4.973572"
"13.463","154.8225","-3.964172"
"13.472","159.822","-1.970398"
"13.48","163.8235","-0.9655457"
"13.488","167.8265","1.024567"
"13.497","171.8307","2.023621"
"13.505","176.8248","3.023499"
"13.514","180.8183","4.02536"
"13.522","183.8196","5.026367"
"13.53","186.8221","6.016937"
"13.539","190.8157","6.01416"
"13.547","192.822","6.016663"
"13.555","195.8263","6.013672"
"13.564","198.827","5.01825"
"13.572","200.8304","4.0242"
"13.58","202.8321","3.027802"
"13.589","204.8317","1.040466"
"13.597","205.8339","0.04248047"
"13.605","206.8392","-1.953003"
"13.614","208.8337","-2.958527"
"13.622","208.8342","-4.954803"
"13.63","208.8408","-5.953857"
"13.639","208.8477","-6.953949"
"13.647","208.8529","-7.957367"
"13.655","208.852","-9.949646"
"13.664","207.8528","-10.9494"
"13.672","206.8525","-12.93832"
"13.68","204.8583","-13.93646"
"13.689","203.8568","-15.92914"
"13.697","200.8652","-16.93512"
"13.705","198.8671","-18.94147"
"13.714","195.8702","-21.94043"
"13.722","192.8696","-24.93396"
"13.73","188.8741","-26.93707"
"13.739","185.8729","-29.93594"
"13.747","181.8734","-32.93423"
"13.755","177.8716","-35.92966"
"13.764","172.8774","-38.92291"
"13.772","168.877","-40.92725"
"13.78","164.8735","-43.92212"
"13.789","160.8663","-45.91617"
"13.797","155.8656","-47.90897"
"13.805","150.8713","-49.90347"
"13.814","146.8649","-51.90527"
"13.822","140.8724","-53.91089"
"13.83","136.8698","-55.92075"
"13.839","131.8705","-57.93063"
"13.847","126.8727","-59.93875"
"13.856","121.875","-61.93939"
"13.864","116.8755","-62.95355"
"13.872","112.8686","-64.94879"
"13.881","106.8775","-64.9639"
"13.889","102.8812","-65.97406"
"13.897","98.87885","-66.98138"
"13.906","94.87079","-67.97565"
"13.914","88.8772","-67.98096"
"13.922","84.8739","-68.98059"
"13.931","80.86682","-69.97342"
"13.939","76.86029","-69.96991"
"13.947","71.86224","-69.96988"
"13.956","66.86804","-69.97543"
"13.964","62.86804","-70.95422"
"13.972","58.86426","-70.93915"
"13.981","54.85901","-70.93091"
"13.989","50.85327","-70.92648"
"13.997","46.84766","-70.92239"
"14.006","42.8418","-70.91907"
"14.014","38.83356","-70.91467"
"14.022","34.82361","-70.89789"
"14.031","30.81702","-69.90497"
"14.039","-21.68488","-39.90042"
"14.047","-22.6853","-39.89603"
"14.056","-22.68567","-39.89218"
"14.064","-22.68616","-39.88794"
"14.072","-22.68781","-39.8847"
"14.081","-22.68781","-39.88196"
"14.089","-22.68866","-39.87695"
"14.097","-22.69092","-39.87076"
"14.106","-2.6922","-66.86401"
"14.114","-5.696472","-66.85626"
"14.122","-9.69342","-65.85486"
"14.131","-12.69202","-64.85889"
"14.139","-15.69305","-63.86136"
"14.147","-18.69562","-62.86197"
"14.156","-21.70447","-61.85342"
"14.164","-25.70844","-60.84293"
"14.172","-29.70331","-59.83218"
"14.181","-32.70398","-58.84595"
"14.189","-35.70367","-57.87296"
"14.198","-38.69537","-57.86139"
"14.206","-41.68646","-56.8653"
"14.214","-43.69836","-56.83698"
"14.223","-47.68781","-55.83356"
"14.231","-49.6933","-55.80359"
"14.239","-52.69244","-54.79861"
"14.248","-55.6817","-53.81989"
"14.256","-57.68921","-53.8183"
"14.264","-60.69708","-52.8385"
"14.273","-63.69843","-52.82813"
"14.281","-66.69916","-51.83853"
"14.289","-69.68762","-51.82156"
"14.298","-71.69135","-50.8302"
"14.306","-74.69312","-49.85406"
"14.314","-77.69037","-49.85187"
"14.323","-80.68402","-48.86453"
"14.331","-83.67157","-48.84634"
"14.339","-85.67474","-47.84982"
"14.348","-88.66553","-47.82629"
"14.356","-91.65491","-46.81369"
"14.364","-94.64575","-45.82483"
"14.373","-97.63232","-45.80301"
"14.381","-99.6427","-44.8103"
"14.389","-102.6442","-44.79034"
"14.398","-105.6431","-43.79507"
"14.406","-108.6352","-43.77487"
"14.414","-111.6294","-42.78238"
"14.423","-114.6216","-42.76535"
"14.431","-117.6155","-41.77725"
"14.439","-119.6233","-41.77808"
"14.448","-122.6235","-41.75821"
"14.456","-125.6229","-40.77393"
"14.464","-128.6208","-40.77383"
"14.473","-131.6152","-40.76294"
"14.481","-133.6258","-40.74719"
"14.489","-137.6117","-39.76236"
"14.498","-139.6085","-39.76294"
"14.506","-141.6203","-39.75195"
"14.514","-145.6108","-38.75873"
"14.523","-147.6144","-38.74356"
"14.531","-150.6125","-37.74298"
"14.54","-153.6057","-36.75824"
"14.548","-155.6058","-36.74634"
"14.556","-157.6179","-35.7457"
"14.565","-160.6199","-34.742"
"14.573","-163.61","-33.73776"
"14.581","-165.6096","-32.73566"
"14.59","-167.6083","-31.72607"
"14.598","-169.6053","-30.71127"
"14.606","-171.602","-28.71979"
"14.615","-173.5896","-27.70648"
"14.623","-175.5748","-25.70721"
"14.631","-176.572","-23.72601"
"14.64","-177.5704","-22.71954"
"14.648","-178.573","-20.72885"
"14.656","-179.5721","-19.70306"
"14.665","-180.5704","-17.68143"
"14.673","-181.5651","-14.69254"
"14.681","-181.5649","-13.67361"
"14.69","-181.5721","-11.65768"
"14.698","-181.5833","-9.644806"
"14.706","-182.5772","-6.648682"
"14.715","-181.589","-4.654358"
"14.723","-181.5894","-2.644348"
"14.731","-181.5833","0.3413391"
"14.74","-180.586","2.329224"
"14.748","-179.5935","4.314484"
"14.756","-179.5833","6.302032"
"14.765","-177.5886","7.309448"
"14.773","-176.5895","9.309387"
"14.781","-175.5764","10.32935"
"14.79","-173.5775","12.32538"
"14.798","-171.5844","13.32126"
"14.806","-169.5935","14.31799"
"14.815","-167.594","15.31628"
"14.823","-165.5864","16.30585"
"14.831","-162.5819","16.31146"
"14.84","-159.5754","16.33228"
"14.848","-156.569","17.3295"
"14.857","-152.5711","17.33032"
"14.865","-148.5732","17.33093"
"14.873","-144.5678","17.32806"
"14.882","-139.5662","16.34155"
"14.89","-134.5708","16.33661"
"14.898","-129.5768","15.34186"
"14.907","-124.5803","14.3476"
"14.915","-119.5773","13.34216"
"14.923","-113.5817","11.34875"
"14.932","-108.5839","9.359009"
"14.94","-103.5916","8.346863"
"14.948","-99.5874","6.349548"
"14.957","-94.58545","4.36084"
"14.965","-89.58789","3.353516"
"14.973","-84.59094","1.359985"
"14.982","-79.59497","0.3597107"
"14.99","-75.58752","-0.6315613"
"14.998","-70.58521","-1.607788"
"15.007","-65.59216","-1.598724"
"15.015","-61.58429","-1.586578"
"15.023","-56.57947","-1.577606"
"15.032","-51.57751","-1.567047"
"15.04","-46.58075","-1.548706"
"15.048","-42.5766","-0.5525513"
"15.057","-37.57678","-0.5462036"
"15.065","-32.57959","0.4412537"
"15.073","-27.57788","0.4385376"
"15.082","-21.58319","0.4502258"
"15.09","-17.57611","1.444611"
"15.098","-12.57141","1.448547"
"15.107","-7.565979","1.461853"
"15.115","-2.562073","2.45636"
"15.123","2.445923","2.454651"
"15.132","8.438843","2.449707"
"15.14","12.448","2.451263"
"15.148","17.45239","2.449463"
"15.157","22.45398","2.445435"
"15.165","27.45508","2.437256"
"15.173","32.46381","1.44873"
"15.182","38.46112","1.451996"
"15.19","43.45868","1.452362"
"15.199","48.45233","1.445221"
"15.207","53.45032","0.4578247"
"15.215","58.4502","0.4579163"
"15.224","64.44025","0.4412842"
"15.232","69.43744","-0.5582275"
"15.24","74.43652","-1.543396"
"15.249","78.44409","-1.543518"
"15.257","84.43713","-2.538971"
"15.265","88.44287","-2.550079"
"15.274","94.43774","-3.562683"
"15.282","99.43707","-4.571014"
"15.29","104.4395","-5.568024"
"15.299","109.4369","-5.582184"
"15.307","114.435","-6.588684"
"15.315","119.4363","-7.580994"
"15.324","124.4414","-7.583496"
"15.332","130.4365","-7.593506"
"15.34","134.4461","-7.59845"
"15.349","140.4411","-7.598358"
"15.357","144.4465","-7.585449"
"15.365","149.4492","-6.582581"
"15.374","154.4518","-5.583313"
"15.382","159.4506","-4.58493"
"15.39","164.4448","-3.583954"
"15.399","168.4396","-2.582764"
"15.407","172.4354","-1.579712"
"15.415","176.4299","-0.5778809"
"15.424","179.4333","0.4169312"
"15.432","183.4328","0.4221802"
"15.44","186.4351","1.416687"
"15.449","189.4366","1.416016"
"15.457","192.4337","1.412262"
"15.465","194.4386","0.4200134"
"15.474","196.4466","0.4172363"
"15.482","199.4435","-0.5856934"
"15.49","200.4475","-1.587646"
"15.499","202.4427","-2.590393"
"15.507","203.4401","-3.593323"
"15.516","204.4352","-5.586304"
"15.524","204.4341","-6.583771"
"15.532","204.4335","-7.581635"
"15.541","204.4307","-8.578125"
"15.549","203.4303","-9.570801"
"15.557","202.4318","-9.573395"
"15.566","201.4308","-10.57043"
"15.574","199.4332","-11.56274"
"15.582","197.436","-11.56415"
"15.591","195.4354","-12.5643"
"15.599","192.4392","-13.56589"
"15.607","190.4344","-15.55545"
"15.616","186.4396","-16.55515"
"15.624","183.4384","-18.5538"
"15.632","179.4384","-20.55603"
"15.641","175.4402","-23.5491"
"15.649","171.4423","-25.54996"
"15.657","167.444","-27.55682"
"15.666","163.4415","-30.55994"
"15.674","158.4442","-33.56055"
"15.682","153.4473","-36.56262"
"15.691","148.4527","-39.56189"
"15.699","144.4491","-41.57153"
"15.707","139.4523","-44.56879"
"15.716","135.4481","-46.57242"
"15.724","130.4472","-48.57748"
"15.732","125.4477","-50.58423"
"15.741","120.452","-52.59113"
"15.749","116.451","-54.59692"
"15.757","112.4448","-56.60031"
"15.766","107.446","-58.60306"
"15.774","102.4531","-60.60593"
"15.782","98.45081","-62.60919"
"15.791","93.45313","-64.60779"
"15.799","89.44995","-65.61819"
"15.807","84.45886","-67.61066"
"15.816","80.46655","-67.61926"
"15.824","76.47455","-68.61517"
"15.832","72.48096","-68.62036"
"15.841","68.48535","-69.59625"
"15.849","64.4881","-69.59244"
"15.858","60.49542","-70.5748"
"15.866","57.49316","-70.57986"
"15.874","53.49286","-71.5752"
"15.883","49.49091","-71.59467"
"15.891","45.49255","-72.60126"
"15.899","42.48584","-73.5921"
"15.908","38.48694","-73.58801"
"15.916","35.4837","-73.57727"
"15.924","32.47131","-72.57913"
"15.933","28.46674","-72.56619"
"15.941","24.47925","-72.54187"
"15.949","21.48108","-71.55081"
"15.958","18.47961","-71.52969"
"15.966","15.47577","-70.53766"
"15.974","12.46436","-70.51309"
"15.983","8.466797","-69.51324"
"15.991","5.461975","-68.52972"
"15.999","2.45105","-68.51303"
"16.008","-1.53772","-67.51239"
"16.016","-3.550903","-66.53915"
"16.024","-7.546997","-66.52814"
"16.033","-10.55457","-65.52396"
"16.041","-13.56848","-64.52191"
"16.049","-17.56421","-63.51367"
"16.058","-20.56555","-62.49747"
"16.066","-23.56683","-61.47656"
"16.074","-27.55389","-59.49512"
"16.083","-30.54828","-58.50543"
"16.091","-33.547","-57.50671"
"16.099","-36.54742","-56.50412"
"16.108","-39.54956","-55.49957"
"16.116","-42.5506","-54.4982"
"16.124","-45.55493","-53.50659"
"16.133","-48.56299","-52.52655"
"16.141","-51.5741","-52.5051"
"16.149","-55.56036","-51.49561"
"16.158","-57.57001","-50.50003"
"16.166","-61.55768","-49.50122"
"16.174","-63.56879","-48.5141"
"16.183","-67.56012","-47.52304"
"16.191","-70.5592","-46.53558"
"16.2","-73.55817","-45.55026"
"16.208","-76.55829","-44.57196"
"16.216","-79.55292","-44.55618"
"16.225","-82.54987","-43.54965"
"16.233","-85.55023","-42.55292"
"16.241","-88.55493","-41.56213"
"16.25","-91.56128","-40.58453"
"16.258","-94.56476","-40.57462"
"16.266","-97.5686","-39.58478"
"16.275","-100.5732","-38.60428"
"16.283","-103.578","-38.59659"
"16.291","-107.57","-37.60016"
"16.3","-110.5657","-36.62173"
"16.308","-113.5591","-36.61197"
"16.316","-116.554","-35.62662"
"16.325","-119.5473","-35.6033"
"16.333","-122.5449","-34.60718"
"16.341","-125.5443","-34.57822"
"16.35","-128.5457","-33.58078"
"16.358","-131.5468","-33.55795"
"16.366","-134.5486","-32.5694"
"16.375","-137.5487","-32.56619"
"16.383","-140.547","-32.53729"
"16.391","-143.5468","-31.54648"
"16.4","-146.545","-31.53253"
"16.408","-149.5392","-30.54895"
"16.416","-151.5424","-30.5423"
"16.425","-154.5441","-29.55942"
"16.433","-157.5341","-29.53741"
"16.441","-159.5398","-28.52933"
"16.45","-162.5363","-27.52121"
"16.458","-164.5381","-26.51797"
"16.466","-166.5405","-25.51434"
"16.475","-168.546","-24.50497"
"16.483","-170.5518","-23.48248"
"16.491","-172.557","-21.49481"
"16.5","-174.5538","-20.4837"
"16.508","-175.5638","-18.5069"
"16.516","-177.5594","-17.5072"
"16.525","-178.556","-16.47653"
"16.533","-179.5544","-14.47095"
"16.542","-180.5533","-12.47095"
"16.55","-181.5477","-10.47632"
"16.558","-181.5499","-9.448669"
"16.567","-181.5607","-7.429871"
"16.575","-182.5569","-5.417053"
"16.583","-182.555","-3.405762"
"16.592","-182.5526","-1.389709"
"16.6","-182.5487","0.62854"
"16.608","-181.5574","2.639954"
"16.617","-181.5556","4.649231"
"16.625","-181.5424","6.649597"
"16.633","-179.5532","8.643829"
"16.642","-179.5482","10.63281"
"16.65","-178.5394","11.64471"
"16.658","-177.5285","13.64417"
"16.667","-175.5304","14.65851"
"16.675","-174.5256","16.64813"
"16.683","-172.5223","17.64923"
"16.692","-170.5186","18.65729"
"16.7","-167.5267","19.66382"
"16.708","-165.5283","20.66406"
"16.717","-163.5186","21.6521"
"16.725","-159.5244","21.65662"
"16.733","-156.5194","21.67776"
"16.742","-152.5146","21.69852"
"16.75","-147.5211","21.71497"
"16.758","-143.5182","21.72757"
"16.767","-138.5206","21.72989"
"16.775","-133.5202","21.72168"
"16.783","-127.527","20.72116"
"16.792","-122.5223","19.72318"
"16.8","-116.5236","17.7449"
"16.808","-111.5229","16.7471"
"16.817","-107.5143","15.73706"
"16.825","-101.5216","12.7485"
"16.833","-97.52112","11.73718"
"16.842","-92.52258","9.724609"
"16.85","-87.52667","7.713745"
"16.859","-83.51617","5.717285"
"16.867","-78.5155","4.714539"
"16.875","-73.52075","3.71521"
"16.884","-69.51135","3.703278"
"16.892","-63.51471","2.712524"
"16.9","-59.50452","3.698761"
"16.909","-54.50079","3.691101"
"16.917","-49.50385","3.694"
"16.925","-45.49933","4.684937"
"16.934","-40.49927","4.688507"
"16.942","-35.50134","5.676514"
"16.95","-30.50305","5.679016"
"16.959","-25.50604","5.693359"
"16.967","-21.49701","6.688629"
"16.975","-16.49512","6.685211"
"16.984","-11.49481","6.679688"
"16.992","-6.492493","5.695892"
"17","-1.493286","5.698486"
"17.009","2.518616","5.694061"
"17.017","7.523865","4.701111"
"17.025","12.52698","3.713623"
"17.034","17.5282","2.725586"
"17.042","22.53113","1.737213"
"17.05","27.53418","0.7471619"
"17.059","32.53729","-0.2493591"
"17.067","37.534","-1.249298"
"17.075","42.52954","-2.251678"
"17.084","46.54041","-3.253021"
"17.092","52.53967","-4.263214"
"17.1","58.53284","-6.254944"
"17.109","62.53979","-6.265381"
"17.117","67.53992","-7.266632"
"17.125","72.54376","-8.258606"
"17.134","78.53809","-9.249908"
"17.142","83.53662","-9.26004"
"17.15","89.53223","-10.26257"
"17.159","94.54047","-11.25168"
"17.167","100.5386","-11.25833"
"17.175","106.5316","-12.24948"
"17.184","111.532","-12.24216"
"17.192","117.5286","-12.24091"
"17.201","123.525","-12.23932"
"17.209","128.5314","-12.22772"
"17.217","134.5288","-11.23074"
"17.226","139.5314","-11.22308"
"17.234","144.5384","-10.22449"
"17.242","150.5402","-10.21088"
"17.251","156.5342","-9.2034"
"17.259","160.5404","-8.198212"
"17.267","165.5419","-7.201874"
"17.276","170.5381","-7.19278"
"17.284","174.539","-6.192535"
"17.292","178.5444","-6.180756"
"17.301","182.5521","-5.181244"
"17.309","186.5584","-5.179504"
"17.317","190.5596","-5.178711"
"17.326","194.554","-5.181763"
"17.334","197.5528","-6.173157"
"17.342","200.552","-6.175201"
"17.351","203.5514","-7.173584"
"17.359","206.5475","-8.173004"
"17.367","208.5464","-9.173218"
"17.376","210.5439","-10.17569"
"17.384","212.5389","-12.16748"
"17.392","213.537","-13.16779"
"17.401","214.5362","-15.16205"
"17.409","214.5389","-16.16602"
"17.417","214.5413","-18.16443"
"17.426","214.5389","-20.15408"
"17.434","213.5388","-21.15155"
"17.442","212.5374","-22.1539"
"17.451","210.5414","-24.14691"
"17.459","208.5463","-25.14676"
"17.467","206.5511","-26.151"
"17.476","204.5526","-28.15109"
"17.484","202.5484","-30.14969"
"17.492","198.5532","-32.14972"
"17.501","195.5531","-34.15363"
"17.509","192.547","-37.15021"
"17.518","188.5449","-39.15161"
"17.526","184.5449","-42.14047"
"17.534","180.5458","-44.13193"
"17.543","176.5441","-46.12805"
"17.551","171.5454","-48.13208"
"17.559","166.5485","-50.14133"
"17.568","162.5447","-53.14194"
"17.576","157.5431","-56.13126"
"17.584","152.5417","-58.12808"
"17.593","147.54","-60.13327"
"17.601","142.5336","-63.13193"
"17.609","136.5353","-65.13596"
"17.618","131.5369","-68.12708"
"17.626","126.5394","-70.11566"
"17.634","122.5309","-71.12012"
"17.643","116.5336","-73.11356"
"17.651","111.5327","-74.11307"
"17.659","106.5303","-75.10825"
"17.668","101.5296","-75.11447"
"17.676","96.53333","-75.12131"
"17.684","92.53162","-75.12924"
"17.693","88.52228","-75.13269"
"17.701","83.51788","-75.13248"
"17.709","78.51953","-75.12704"
"17.718","74.51709","-75.12216"
"17.726","70.51208","-74.13135"
"17.734","66.50586","-74.13608"
"17.743","61.50745","-74.13208"
"17.751","56.51276","-73.14377"
"17.759","52.51373","-73.15329"
"17.768","48.5119","-73.16034"
"17.776","44.50995","-73.16251"
"17.784","40.5069","-72.1778"
"17.793","36.50269","-72.17822"
"17.801","32.49811","-71.19016"
"17.809","28.49084","-70.20691"
"17.818","24.48743","-70.19083"
"17.826","-23.5116","-39.18631"
"17.834","16.49603","-68.19016"
"17.843","-23.50281","-39.18604"
"17.851","9.497986","-66.20444"
"17.86","6.49176","-66.20071"
"17.868","2.494202","-65.20856"
"17.876","-0.5048828","-65.2085"
"17.885","-3.502869","-65.20432"
"17.893","-7.496094","-64.2084"
"17.901","-10.49414","-64.20212"
"17.91","-13.49969","-62.21536"
"17.918","-17.49707","-61.22427"
"17.926","-20.49628","-60.22485"
"17.935","-23.49957","-59.22107"
"17.943","-27.49408","-58.21674"
"17.951","-29.50555","-57.2157"
"17.96","-33.50848","-56.21198"
"17.968","-36.51227","-55.21539"
"17.976","-39.51611","-54.22803"
"17.985","-42.51654","-54.21027"
"17.993","-45.5188","-53.21365"
"18.001","-49.5094","-52.23444"
"18.01","-51.51245","-52.24091"
"18.018","-54.51318","-52.23425"
"18.026","-57.51147","-52.2233"
"18.035","-59.52002","-52.20859"
"18.043","-62.52454","-52.19666"
"18.051","-65.52716","-52.18854"
"18.06","-68.52557","-52.18225"
"18.068","-71.5213","-51.18271"
"18.076","-73.52618","-51.18304"
"18.085","-77.51758","-50.18588"
"18.093","-79.51697","-50.18683"
"18.101","-81.52661","-50.18549"
"18.11","-85.52661","-49.18527"
"18.118","-88.5282","-48.19122"
"18.126","-91.52637","-48.18912"
"18.135","-93.53284","-48.18652"
"18.143","-97.53308","-46.20129"
"18.151","-100.5322","-46.20441"
"18.16","-103.5325","-46.19958"
"18.168","-107.5248","-45.19846"
"18.176","-109.5341","-44.21344"
"18.185","-113.5293","-44.21234"
"18.193","-115.5394","-44.2103"
"18.202","-119.5455","-43.21362"
"18.21","-123.547","-42.22379"
"18.218","-127.5397","-42.22144"
"18.227","-129.546","-42.21826"
"18.235","-133.5436","-41.21835"
"18.243","-136.5462","-40.22675"
"18.252","-139.5515","-40.22742"
"18.26","-143.5481","-39.23267"
"18.268","-146.5495","-38.24863"
"18.277","-149.5493","-38.25189"
"18.285","-151.5569","-38.25153"
"18.293","-155.5564","-36.26331"
"18.302","-157.5642","-36.2648"
"18.31","-161.5636","-34.27811"
"18.318","-163.5689","-34.27744"
"18.327","-166.5723","-32.28604"
"18.335","-169.5682","-31.29001"
"18.343","-171.5662","-30.29047"
"18.352","-173.573","-28.30161"
"18.36","-175.5795","-27.30173"
"18.368","-177.5887","-25.30841"
"18.377","-179.5934","-24.30328"
"18.385","-181.5928","-22.29974"
"18.393","-183.5853","-20.29425"
"18.402","-184.5844","-18.29004"
"18.41","-185.5835","-16.28571"
"18.418","-186.5817","-14.28058"
"18.427","-187.5735","-12.27368"
"18.435","-187.5714","-10.26816"
"18.443","-187.573","-8.259949"
"18.452","-187.5783","-5.269531"
"18.46","-187.5816","-3.271667"
"18.468","-187.5783","-1.266937"
"18.477","-187.5695","1.722717"
"18.485","-186.567","3.711426"
"18.493","-185.567","5.701538"
"18.502","-184.567","7.692474"
"18.51","-183.5617","9.68634"
"18.518","-181.5674","11.67505"
"18.527","-180.5645","12.69199"
"18.535","-179.5546","14.69434"
"18.544","-177.5478","15.71622"
"18.552","-175.544","17.71533"
"18.56","-173.5392","18.72174"
"18.569","-171.5303","19.73114"
"18.577","-168.534","20.7309"
"18.585","-166.532","21.71631"
"18.594","-163.5349","21.71796"
"18.602","-160.5374","21.73434"
"18.61","-157.5363","21.75488"
"18.619","-153.5427","21.7731"
"18.627","-150.5417","21.79187"
"18.635","-146.5458","21.79803"
"18.644","-143.5361","21.80142"
"18.652","-138.5357","21.78748"
"18.66","-133.5347","20.78873"
"18.669","-128.5333","19.79562"
"18.677","-123.5343","18.80392"
"18.685","-119.5258","17.80737"
"18.694","-113.5334","15.82288"
"18.702","-109.537","14.81784"
"18.71","-104.5407","12.81671"
"18.719","-99.54297","10.83029"
"18.727","-95.53607","9.837982"
"18.735","-90.534","8.839752"
"18.744","-85.53497","7.833038"
"18.752","-80.53717","6.824921"
"18.76","-75.53827","5.817169"
"18.769","-70.53613","4.815491"
"18.777","-65.53204","3.824829"
"18.785","-60.53192","3.822266"
"18.794","-55.53363","3.81485"
"18.802","-50.53528","3.803253"
"18.81","-45.5321","3.788879"
"18.819","-39.53168","2.794037"
"18.827","-34.53235","2.797668"
"18.835","-29.53253","2.800873"
"18.844","-24.53448","2.802521"
"18.852","-19.53552","2.804047"
"18.861","-14.5321","2.806244"
"18.869","-9.522827","2.809845"
"18.877","-3.525696","2.807495"
"18.886","0.4837646","2.806885"
"18.894","6.480103","1.818726"
"18.902","10.48584","2.8078"
"18.911","16.48737","1.816742"
"18.919","22.47986","1.819305"
"18.927","26.48737","1.815002"
"18.936","32.48267","0.8215332"
"18.944","36.48975","0.8178101"
"18.952","42.4856","-0.1763611"
"18.961","47.48468","-0.1873169"
"18.969","52.49414","-1.183167"
"18.977","58.49438","-2.17157"
"18.986","63.49158","-2.178101"
"18.994","68.49237","-3.17511"
"19.002","74.48248","-4.167603"
"19.011","78.4903","-4.174866"
"19.019","84.49066","-5.181763"
"19.027","90.48108","-6.18399"
"19.036","94.48462","-6.194702"
"19.044","99.4892","-7.196808"
"19.052","105.4843","-8.191742"
"19.061","110.4836","-8.197083"
"19.069","116.4779","-9.191315"
"19.077","121.4767","-9.187592"
"19.086","126.4763","-9.182495"
"19.094","130.4868","-8.189941"
"19.102","136.4846","-8.191559"
"19.111","141.484","-8.180664"
"19.119","146.4839","-7.175964"
"19.127","150.4938","-6.170685"
"19.136","155.4958","-5.168304"
"19.144","160.4902","-4.16922"
"19.152","164.4858","-3.171936"
"19.161","168.4854","-2.17572"
"19.169","172.4862","-1.180817"
"19.177","176.4876","-1.175018"
"19.186","180.4826","-0.1800537"
"19.194","183.4826","-0.1782837"
"19.203","186.4859","-0.1762085"
"19.211","190.4802","-0.180481"
"19.219","192.4863","-1.176331"
"19.228","195.4897","-2.173218"
"19.236","198.4866","-3.175018"
"19.244","200.4838","-4.17807"
"19.253","202.4814","-6.175964"
"19.261","204.4767","-8.171509"
"19.269","205.4758","-10.16507"
"19.278","206.4778","-11.1651"
"19.286","207.4797","-12.16794"
"19.294","208.4779","-14.16797"
"19.303","208.477","-16.16278"
"19.311","208.4759","-17.16235"
"19.319","208.4709","-18.16479"
"19.328","206.4755","-20.16418"
"19.336","205.4783","-22.15656"
"19.344","204.4777","-23.15323"
"19.353","202.4813","-24.15659"
"19.361","200.4842","-26.15759"
"19.369","198.4819","-28.15723"
"19.378","195.4827","-30.15741"
"19.386","192.4846","-32.16092"
"19.394","189.4842","-34.1647"
"19.403","186.4824","-37.15924"
"19.411","182.4837","-39.15942"
"19.419","178.4843","-42.15396"
"19.428","174.4827","-44.15848"
"19.436","170.4778","-47.15823"
"19.444","165.4793","-50.15048"
"19.453","160.4855","-52.15518"
"19.461","156.4844","-55.159"
"19.469","151.4822","-58.1618"
"19.478","146.4791","-61.16058"
"19.486","141.4783","-64.15369"
"19.494","136.4794","-66.1507"
"19.503","132.473","-68.15436"
"19.511","126.4794","-70.15683"
"19.52","122.4735","-72.16187"
"19.528","116.4796","-74.16467"
"19.536","112.4754","-76.16003"
"19.545","107.4753","-77.16599"
"19.553","102.4799","-78.17621"
"19.561","98.47485","-79.18512"
"19.57","93.47131","-80.19107"
"19.578","88.47144","-81.18753"
"19.586","84.47015","-82.18033"
"19.595","80.46802","-82.17786"
"19.603","76.46484","-82.17654"
"19.611","72.45782","-82.1767"
"19.62","68.44891","-82.18005"
"19.628","63.45062","-82.18591"
"19.636","60.44189","-82.19739"
"19.645","56.43311","-82.20755"
"19.653","52.42493","-82.21814"
"19.661","48.41571","-82.22916"
"19.67","44.40637","-82.24072"
"19.678","40.39777","-82.2496"
"19.686","36.39233","-82.255"
"19.695","32.39368","-82.24954"
"19.703","28.40228","-81.24585"
"19.711","24.40411","-80.24051"
"19.72","20.41473","-79.2648"
"19.728","17.40753","-79.24625"
"19.736","13.41113","-78.23822"
"19.745","10.40295","-77.24573"
"19.753","6.41272","-76.25281"
"19.761","3.413513","-75.26733"
"19.77","0.4017334","-74.2865"
"19.778","-3.599182","-73.3075"
"19.786","-7.586975","-72.32782"
"19.795","-10.58008","-72.30325"
"19.803","-13.578","-71.28552"
"19.811","-16.58362","-70.27872"
"19.82","-20.57489","-69.27512"
"19.828","-23.57642","-68.27722"
"19.836","-27.56146","-67.28125"
"19.845","-29.57227","-66.29431"
"19.853","-33.55969","-65.31128"
"19.862","-35.57068","-65.29382"
"19.87","-39.55908","-64.27994"
"19.878","-42.55505","-63.2847"
"19.887","-45.5517","-62.30695"
"19.895","-48.54407","-62.29236"
"19.903","-51.5293","-61.3006"
"19.912","-53.5321","-61.27954"
"19.92","-56.53448","-60.28204"
"19.928","-59.53625","-59.29898"
"19.937","-62.5318","-59.28995"
"19.945","-65.5246","-58.30106"
"19.953","-67.52863","-58.29044"
"19.962","-70.53387","-57.29807"
"19.97","-73.53125","-57.27771"
"19.978","-76.53339","-56.27097"
"19.987","-79.53528","-55.28262"
"19.995","-82.52771","-55.26294"
"20.003","-85.51825","-54.25983"
"20.012","-87.52222","-54.23755"
"20.02","-91.50757","-53.22821"
"20.028","-93.51825","-52.2381"
"20.037","-97.50494","-52.22003"
"20.045","-99.51385","-51.22592"
"20.053","-103.5016","-50.24243"
"20.062","-105.506","-50.23389"
"20.07","-109.4957","-49.23517"
"20.078","-112.4926","-48.24362"
"20.087","-115.4872","-48.22836"
"20.095","-118.4874","-47.22519"
"20.103","-121.4901","-46.23999"
"20.112","-124.4914","-46.2247"
"20.12","-127.4974","-45.22668"
"20.128","-131.4906","-44.23196"
"20.137","-134.4849","-44.21164"
"20.145","-137.4838","-43.19958"
"20.153","-140.485","-42.20642"
"20.162","-143.4861","-41.21835"
"20.17","-146.4907","-40.23358"
