"Time","Handle/0/X","Handle/0/Y"
"0.008","130","-53"
"0.017","125.0037","-54.99374"
"0.025","120.011","-57.00217"
"0.033","116.0101","-57.99918"
"0.042","112.0031","-60.00601"
"0.05","107.0013","-61.00027"
"0.058","102.0012","-62.00562"
"0.067","97.00177","-63.99451"
"0.075","92.00287","-65.98605"
"0.083","87.99658","-66.97202"
"0.092","83.99536","-66.97589"
"0.1","79.0014","-67.95587"
"0.108","74.00049","-67.9346"
"0.117","69.00409","-67.91534"
"0.125","64.01172","-67.90564"
"0.133","60.01599","-67.90872"
"0.142","56.01971","-67.92361"
"0.15","52.02014","-68.91852"
"0.158","48.01947","-68.92422"
"0.167","44.0119","-69.91199"
"0.175","40.00171","-69.91055"
"0.184","35.99377","-69.92392"
"0.192","32.98499","-70.91324"
"0.2","28.97638","-70.91101"
"0.209","23.97821","-69.89423"
"0.217","19.97803","-69.89948"
"0.225","15.97339","-69.91586"
"0.234","11.97028","-69.93463"
"0.242","7.978455","-69.95618"
"0.25","4.975159","-69.97903"
"0.259","0.9782715","-70.00012"
"0.267","-2.032715","-69.02203"
"0.275","-6.034058","-69.03534"
"0.284","-10.02197","-69.03998"
"0.292","-12.03522","-69.03705"
"0.3","-16.02802","-69.03024"
"0.309","-19.02777","-69.0155"
"0.317","-22.03619","-68.99576"
"0.325","-26.02777","-69.01395"
"0.334","-29.02588","-68.0162"
"0.342","-32.02173","-68.00159"
"0.35","-35.01904","-67.01526"
"0.359","-38.01752","-67.00449"
"0.367","-41.01831","-66.02209"
"0.375","-44.0238","-66.0097"
"0.384","-47.02924","-65.02417"
"0.392","-50.02985","-65.01492"
"0.4","-53.02905","-64.98688"
"0.409","-56.02325","-64.99677"
"0.417","-58.03589","-64.99182"
"0.425","-62.02612","-64.97723"
"0.434","-64.03363","-64.96048"
"0.442","-67.0368","-63.98221"
"0.45","-70.0285","-63.99759"
"0.459","-72.04047","-64.01117"
"0.467","-76.02869","-63.00879"
"0.475","-78.03333","-63.0015"
"0.484","-82.01605","-62.02148"
"0.492","-84.01105","-62.0264"
"0.5","-86.01691","-62.01337"
"0.509","-90.00012","-61.02374"
"0.517","-92.00391","-61.01584"
"0.526","-95.00635","-60.03461"
"0.534","-98.00519","-60.02936"
"0.542","-100.9989","-59.04877"
"0.551","-104.9905","-59.0416"
"0.559","-107.0022","-58.06274"
"0.567","-109.9919","-58.06113"
"0.576","-113.9862","-57.08417"
"0.584","-116.9818","-57.08142"
"0.592","-119.9797","-56.10294"
"0.601","-122.9735","-56.10443"
"0.609","-125.967","-55.12796"
"0.617","-128.9581","-55.12775"
"0.626","-130.967","-55.11255"
"0.634","-134.951","-54.11472"
"0.642","-136.9484","-54.10187"
"0.651","-138.9585","-53.11478"
"0.659","-141.9608","-53.10199"
"0.667","-144.9529","-52.11429"
"0.676","-146.9603","-52.09613"
"0.684","-149.9572","-51.09164"
"0.692","-151.96","-50.09839"
"0.701","-154.9411","-49.11981"
"0.709","-156.9316","-48.13751"
"0.717","-158.9263","-47.15134"
"0.726","-160.9258","-46.14557"
"0.734","-162.9232","-45.12054"
"0.742","-164.9168","-43.11298"
"0.751","-166.9014","-41.12766"
"0.759","-167.9073","-39.14813"
"0.767","-169.9037","-37.16736"
"0.776","-170.9128","-35.18152"
"0.784","-172.9057","-33.18259"
"0.792","-173.9034","-31.1759"
"0.801","-174.9012","-29.16214"
"0.809","-175.9051","-26.16693"
"0.817","-176.9076","-23.18607"
"0.826","-177.9022","-21.17654"
"0.834","-178.8871","-18.17969"
"0.843","-178.8857","-15.19641"
"0.851","-178.8922","-13.20071"
"0.859","-178.8972","-11.18646"
"0.868","-178.9064","-8.185791"
"0.876","-178.9135","-5.196075"
"0.884","-178.9101","-3.188599"
"0.893","-178.9021","-0.1951599"
"0.901","-177.9036","1.809448"
"0.909","-176.9088","3.820831"
"0.918","-176.8942","6.819427"
"0.926","-174.9012","8.81955"
"0.934","-173.9003","10.82574"
"0.943","-172.8943","12.8306"
"0.951","-170.9003","14.82687"
"0.959","-168.9109","16.80942"
"0.968","-166.9197","17.80725"
"0.976","-164.9205","18.81241"
"0.984","-162.9102","19.81964"
"0.993","-159.9091","20.81662"
"1.001","-156.9088","20.83292"
"1.009","-153.9075","21.8288"
"1.018","-150.8926","21.82898"
"1.026","-146.8798","21.832"
"1.034","-142.8658","21.83148"
"1.043","-137.8632","20.84851"
"1.051","-133.8578","20.84943"
"1.059","-128.8577","19.86151"
"1.068","-123.8589","18.87033"
"1.076","-118.8617","17.86584"
"1.084","-113.8644","15.87488"
"1.093","-109.8601","14.86322"
"1.101","-104.8624","12.86047"
"1.109","-100.8493","10.8786"
"1.118","-94.86041","9.878174"
"1.126","-90.85272","8.876862"
"1.134","-85.84583","7.874603"
"1.143","-80.8454","6.870178"
"1.151","-76.83295","5.87207"
"1.159","-70.84387","4.881134"
"1.168","-66.84119","4.874939"
"1.176","-61.83881","3.880096"
"1.185","-56.84119","2.898865"
"1.193","-52.83466","2.901337"
"1.201","-48.8208","2.888397"
"1.21","-43.81915","1.899384"
"1.218","-38.8255","1.894958"
"1.226","-34.81403","1.88623"
"1.235","-28.82098","0.894104"
"1.243","-24.8172","0.9014282"
"1.251","-20.80231","0.910675"
"1.26","-14.81262","0.9078064"
"1.268","-10.80524","0.9089966"
"1.276","-5.798889","0.9075928"
"1.285","-0.7920532","0.9065552"
"1.293","4.209473","0.9037476"
"1.301","9.204285","0.8993225"
"1.31","13.21448","0.8998108"
"1.318","19.20667","0.8977051"
"1.326","23.21558","0.8961182"
"1.335","29.20667","0.8812866"
"1.343","33.21783","-0.1090088"
"1.351","38.21912","-0.1152344"
"1.36","43.22144","-1.107971"
"1.368","48.2229","-1.114838"
"1.376","53.23267","-2.113525"
"1.385","59.23206","-3.110016"
"1.393","64.23175","-4.102295"
"1.401","69.23163","-5.091553"
"1.41","73.24347","-5.093323"
"1.418","79.24323","-6.094635"
"1.426","85.23279","-7.095398"
"1.435","89.24054","-7.103088"
"1.443","95.23737","-9.089203"
"1.451","99.24536","-9.082275"
"1.46","104.2469","-9.085571"
"1.468","109.2484","-9.091858"
"1.476","114.2517","-9.093079"
"1.485","119.2588","-9.090851"
"1.493","125.2521","-9.080109"
"1.502","129.257","-8.082703"
"1.51","134.2568","-7.094971"
"1.518","139.257","-7.089111"
"1.527","144.2565","-6.086731"
"1.535","149.2539","-5.086761"
"1.543","153.2585","-4.089264"
"1.552","157.2655","-3.098328"
"1.56","161.2749","-3.091675"
"1.568","165.2849","-2.095215"
"1.577","170.2833","-2.086975"
"1.585","173.2929","-1.091583"
"1.593","177.2934","-1.095917"
"1.602","180.2945","-1.102783"
"1.61","183.2943","-2.096161"
"1.618","185.3004","-2.102966"
"1.627","188.2976","-3.112305"
"1.635","190.2957","-5.1073"
"1.643","191.3015","-6.108643"
"1.652","193.2986","-8.100769"
"1.66","194.2965","-9.102448"
"1.668","195.2914","-11.09607"
"1.677","195.2929","-13.08694"
"1.685","195.2948","-15.07516"
"1.693","195.2941","-16.08075"
"1.702","195.2883","-18.0845"
"1.71","193.296","-20.08002"
"1.718","193.2919","-21.0892"
"1.727","191.2943","-23.09598"
"1.735","189.2992","-25.10028"
"1.743","187.3029","-27.09909"
"1.752","185.3039","-29.09579"
"1.76","183.2999","-31.0925"
"1.768","179.3075","-33.09061"
"1.777","177.3043","-35.1001"
"1.785","173.3081","-38.10168"
"1.793","170.3081","-41.09964"
"1.802","166.3104","-44.09589"
"1.81","163.3051","-47.0896"
"1.818","159.2985","-50.08527"
"1.827","154.2974","-53.08749"
"1.835","149.2994","-57.08057"
"1.844","145.2924","-60.07645"
"1.852","140.2905","-63.07364"
"1.86","135.2942","-65.08255"
"1.869","131.293","-68.08331"
"1.877","126.2946","-70.08978"
"1.885","121.3008","-73.08704"
"1.894","117.297","-75.08691"
"1.902","112.299","-77.08594"
"1.91","108.2963","-79.08246"
"1.919","103.2996","-80.08588"
"1.927","99.29498","-81.09448"
"1.935","95.28564","-83.08856"
"1.944","89.29071","-83.09241"
"1.952","85.2981","-84.09061"
"1.96","81.30438","-83.09805"
"1.969","77.31079","-83.10211"
"1.977","73.3158","-83.10074"
"1.985","69.32092","-83.09711"
"1.994","65.32593","-83.095"
"2.002","62.32642","-83.09302"
"2.01","59.32159","-83.08838"
"2.019","55.3219","-83.0834"
"2.027","51.32166","-83.07648"
"2.035","47.32166","-83.0697"
"2.044","43.32239","-83.06464"
"2.052","39.32935","-83.06055"
"2.06","36.32971","-81.07019"
"2.069","33.32343","-81.07413"
"2.077","29.32092","-81.06418"
"2.085","24.81287","-80.05368"
"2.094","20.81879","-79.0596"
"2.102","16.83533","-78.08057"
"2.11","13.84216","-78.0538"
"2.119","10.83746","-77.04916"
"2.127","6.846191","-76.05426"
"2.135","3.841919","-76.01852"
"2.144","-0.1519775","-74.99832"
"2.152","-3.158203","-75.00418"
"2.16","-7.143799","-73.96701"
"2.169","-10.1405","-73.95667"
"2.177","-13.14777","-72.96451"
"2.186","-17.14111","-72.93387"
"2.194","-20.14673","-71.92056"
"2.202","-24.13812","-70.93069"
"2.211","-27.13153","-70.90335"
"2.219","-30.12811","-69.90475"
"2.227","-33.1347","-68.91943"
"2.236","-37.12372","-68.90253"
"2.244","-40.11969","-67.90967"
"2.252","-43.11426","-67.88873"
"2.261","-46.11249","-66.89725"
"2.269","-49.10901","-66.88495"
"2.277","-52.10413","-66.85672"
"2.286","-55.10016","-65.85614"
"2.294","-58.0946","-65.8425"
"2.302","-61.08923","-64.85764"
"2.311","-63.09723","-64.86285"
"2.319","-66.09314","-64.84512"
"2.327","-69.09155","-63.85748"
"2.336","-72.08716","-63.8497"
"2.344","-75.07654","-63.82953"
"2.352","-77.0871","-62.84436"
"2.361","-81.07007","-62.83713"
"2.369","-83.07098","-62.81348"
"2.377","-86.07416","-61.81851"
"2.386","-89.07306","-61.80103"
"2.394","-92.07764","-60.81482"
"2.402","-95.07819","-60.80579"
"2.411","-98.08093","-59.82043"
"2.419","-101.0791","-59.80869"
"2.427","-104.0798","-58.81818"
"2.436","-107.0783","-58.80173"
"2.444","-111.0626","-57.79977"
"2.452","-113.0687","-57.78137"
"2.461","-117.0558","-56.77423"
"2.469","-120.0483","-55.78778"
"2.477","-123.0419","-55.77438"
"2.486","-126.0432","-54.78412"
"2.494","-129.0455","-54.76352"
"2.502","-132.0498","-53.77106"
"2.511","-135.0482","-53.755"
"2.519","-138.0485","-52.75912"
"2.528","-141.0448","-52.73907"
"2.536","-144.0444","-51.73727"
"2.544","-147.0451","-50.7467"
"2.553","-150.039","-50.7254"
"2.561","-153.0219","-49.70334"
"2.569","-155.0198","-48.68179"
"2.578","-158.0119","-47.66577"
"2.586","-160.0173","-46.64603"
"2.594","-163.0169","-44.65256"
"2.603","-165.0244","-43.63718"
"2.611","-167.0362","-41.64084"
"2.619","-169.0457","-40.61975"
"2.628","-172.0354","-38.59903"
"2.636","-173.0453","-36.58853"
"2.644","-175.0518","-34.57874"
"2.653","-177.0464","-32.56482"
"2.661","-179.0275","-30.54102"
"2.669","-179.0388","-28.52826"
"2.678","-181.0379","-25.53973"
"2.686","-182.0349","-23.53888"
"2.694","-183.0276","-21.5257"
"2.703","-183.0399","-18.5351"
"2.711","-184.0432","-16.5329"
"2.719","-185.0314","-14.5224"
"2.728","-185.0243","-12.50058"
"2.736","-185.0253","-9.502075"
"2.744","-185.0228","-7.494202"
"2.753","-185.0179","-4.509125"
"2.761","-185.0046","-2.521423"
"2.769","-184.004","-0.5358582"
"2.778","-183.0131","1.448242"
"2.786","-183.0006","3.434967"
"2.794","-181.0086","4.437775"
"2.803","-180.9923","6.435303"
"2.811","-179.991","7.445679"
"2.819","-178.9825","9.441193"
"2.828","-176.9826","10.4364"
"2.836","-174.9837","11.43149"
"2.845","-172.9842","12.4281"
"2.853","-170.9809","13.41501"
"2.861","-167.9902","13.41031"
"2.87","-165.9858","13.42017"
"2.878","-162.985","13.42993"
"2.886","-159.9827","13.43958"
"2.895","-155.9934","13.44641"
"2.903","-152.9951","13.45569"
"2.911","-149.9856","13.46478"
"2.92","-145.9875","13.46948"
"2.928","-141.9907","13.46921"
"2.936","-137.9869","13.45782"
"2.945","-132.9913","12.46097"
"2.953","-128.0005","11.46872"
"2.961","-123.0034","11.45261"
"2.97","-118.9898","9.468933"
"2.978","-114.9862","8.477753"
"2.986","-109.9892","7.480865"
"2.995","-104.9921","6.489349"
"3.003","-99.99927","6.480927"
"3.011","-95.99078","5.488922"
"3.02","-91.97668","5.481049"
"3.028","-86.97241","4.482574"
"3.036","-81.9726","3.495178"
"3.045","-77.95654","3.49649"
"3.053","-71.96143","2.510223"
"3.061","-67.95557","2.524689"
"3.07","-63.94128","2.534912"
"3.078","-58.93811","2.534485"
"3.086","-53.94177","2.527802"
"3.095","-48.9422","1.5513"
"3.103","-43.9433","1.570801"
"3.111","-39.93359","1.585571"
"3.12","-34.93793","1.594635"
"3.128","-29.94312","1.609985"
"3.136","-25.93268","1.624878"
"3.145","-19.94196","1.636505"
"3.153","-15.92938","1.655823"
"3.161","-10.92523","2.648651"
"3.17","-5.930115","2.640839"
"3.178","-1.922791","2.637817"
"3.187","3.079712","2.63269"
"3.195","8.085571","2.6297"
"3.203","14.07678","1.654053"
"3.212","18.0802","1.674316"
"3.22","23.07568","1.681366"
"3.228","28.06573","1.678986"
"3.237","32.07349","1.67157"
"3.245","38.06427","0.6716614"
"3.253","42.07574","-0.3146362"
"3.262","48.06976","-0.318634"
"3.27","52.07959","-1.314941"
"3.278","58.07043","-2.311157"
"3.287","62.07642","-2.317627"
"3.295","68.07227","-4.311859"
"3.303","73.07452","-5.308105"
"3.312","78.08051","-6.295654"
"3.32","83.08038","-6.310486"
"3.328","88.08112","-7.316345"
"3.337","93.08521","-8.314636"
"3.345","99.08032","-9.307953"
"3.353","104.0826","-10.29639"
"3.362","109.0841","-10.30026"
"3.37","114.0873","-11.28928"
"3.378","119.0895","-11.28333"
"3.387","124.0923","-11.27863"
"3.395","130.0854","-11.2709"
"3.403","134.0941","-10.2738"
"3.412","140.0897","-10.26041"
"3.42","144.0941","-9.250061"
"3.428","149.0921","-8.242432"
"3.437","154.0868","-7.232544"
"3.445","158.0886","-5.235687"
"3.453","162.0978","-4.229401"
"3.462","167.0986","-2.235138"
"3.47","171.1006","-1.232727"
"3.478","175.1019","-0.2264709"
"3.487","179.1005","1.76651"
"3.495","182.1079","2.761292"
"3.504","186.1108","3.753754"
"3.512","190.1078","3.755554"
"3.52","193.1064","3.764801"
"3.529","196.1022","3.7742"
"3.537","198.1046","3.780304"
"3.545","200.1102","3.776794"
"3.554","203.1073","2.774353"
"3.562","204.1146","1.774689"
"3.57","206.1161","0.7733765"
"3.579","208.1099","-0.2313538"
"3.587","208.1144","-2.227051"
"3.595","209.1147","-4.214294"
"3.604","210.11","-5.209503"
"3.612","209.1113","-6.208862"
"3.62","208.1171","-8.196045"
"3.629","208.1157","-8.201721"
"3.637","207.114","-10.19281"
"3.645","205.1161","-11.19031"
"3.654","204.1099","-12.19336"
"3.662","201.1116","-14.18512"
"3.67","198.1182","-15.18668"
"3.679","196.1198","-17.18179"
"3.687","193.1196","-19.17776"
"3.695","190.1163","-22.16547"
"3.704","186.115","-24.16953"
"3.712","182.1153","-28.1593"
"3.72","178.1158","-30.16656"
"3.729","174.1176","-34.16077"
"3.737","170.1175","-37.15646"
"3.745","166.1122","-40.15704"
"3.754","161.1116","-43.16064"
"3.762","156.1184","-46.16052"
"3.77","152.1198","-48.17093"
"3.779","148.1193","-51.17285"
"3.787","144.1144","-54.16287"
"3.795","139.115","-56.15933"
"3.804","134.1194","-58.16449"
"3.812","130.1163","-61.15875"
"3.82","125.1185","-63.15683"
"3.829","121.1164","-65.16229"
"3.837","116.119","-67.16922"
"3.846","112.1138","-69.17813"
"3.854","107.112","-71.18488"
"3.862","102.1171","-73.18326"
"3.871","98.11609","-74.18933"
"3.879","94.11475","-75.1944"
"3.887","90.11432","-76.19403"
"3.896","86.11285","-76.20203"
"3.904","82.11139","-77.20151"
"3.912","78.11188","-78.19727"
"3.921","74.11896","-78.19849"
"3.929","72.10852","-78.20706"
"3.937","68.1059","-79.2049"
"3.946","64.10925","-80.20004"
"3.954","61.10901","-80.19974"
"3.962","58.10486","-80.2041"
"3.971","54.10669","-80.21109"
"3.979","51.10474","-81.21039"
"3.987","48.09686","-82.20319"
"3.996","44.09601","-82.20099"
"4.004","40.10089","-82.20132"
"4.012","36.11005","-82.20816"
"4.021","33.10974","-82.21246"
"4.029","30.10706","-82.19519"
"4.037","27.09991","-81.19724"
"4.046","23.10352","-80.21332"
"4.054","20.10486","-80.19458"
"4.062","17.09735","-77.19241"
"4.071","14.09241","-76.21393"
"4.079","11.08411","-76.2052"
"4.087","8.075195","-75.23166"
"4.096","5.063843","-75.24677"
"4.104","1.070435","-75.24332"
"4.112","-1.928772","-75.22693"
"4.121","-4.938965","-74.24884"
"4.129","-8.923035","-74.25351"
"4.137","-10.93195","-74.23273"
"4.146","-14.9212","-73.23492"
"4.154","-17.91827","-72.25641"
"4.162","-20.91974","-72.23373"
"4.171","-23.92694","-71.22717"
"4.179","-26.93488","-70.23428"
"4.188","-29.94189","-69.26379"
"4.196","-32.94745","-69.25513"
"4.204","-35.95392","-68.27112"
"4.213","-38.96008","-68.25647"
"4.221","-41.96722","-67.27426"
"4.229","-44.97107","-67.27991"
"4.238","-47.96899","-67.27145"
"4.246","-50.96362","-67.24799"
"4.254","-53.95758","-67.2168"
"4.263","-56.9541","-66.22684"
"4.271","-59.94702","-66.21945"
"4.279","-62.93182","-66.19907"
"4.288","-64.93835","-65.21411"
"4.296","-67.94049","-65.21442"
"4.304","-70.93793","-65.18793"
"4.313","-73.9389","-64.19055"
"4.321","-76.93695","-64.16861"
"4.329","-79.93091","-63.18195"
"4.338","-82.92267","-63.16995"
"4.346","-84.93329","-63.14813"
"4.354","-88.92297","-62.15128"
"4.363","-91.9137","-62.14215"
"4.371","-94.90399","-62.12152"
"4.379","-97.89246","-61.14136"
"4.388","-100.8752","-61.14108"
"4.396","-102.8782","-61.1308"
"4.404","-105.8843","-60.15247"
"4.413","-108.8925","-60.16138"
"4.421","-112.8756","-60.14948"
"4.429","-114.8814","-60.13211"
"4.438","-117.8836","-59.15234"
"4.446","-120.8848","-59.15659"
"4.454","-123.8869","-59.1507"
"4.463","-126.8899","-59.13776"
"4.471","-129.8899","-59.1174"
"4.479","-132.883","-58.1384"
"4.488","-134.8904","-58.15613"
"4.496","-137.8908","-58.15845"
"4.504","-140.8842","-58.14691"
"4.513","-143.8772","-57.1723"
"4.521","-146.8585","-57.17438"
"4.53","-148.8541","-57.15439"
"4.538","-150.865","-56.16434"
"4.546","-153.8657","-55.18201"
"4.555","-156.8558","-54.19812"
"4.563","-158.8666","-53.22488"
"4.571","-160.8796","-53.2092"
"4.58","-163.8828","-51.23499"
"4.588","-165.8884","-50.25696"
"4.596","-168.8776","-49.26254"
"4.605","-170.8716","-48.25552"
"4.613","-172.866","-47.23279"
"4.621","-174.8645","-45.24829"
"4.63","-176.858","-44.24319"
"4.638","-177.8637","-43.22385"
"4.646","-179.8671","-41.22913"
"4.655","-181.8602","-39.2522"
"4.663","-182.8608","-38.24353"
"4.671","-184.8462","-36.23758"
"4.68","-184.8592","-34.25073"
"4.688","-186.8477","-32.263"
"4.696","-186.8539","-31.24393"
"4.705","-187.8495","-29.21921"
"4.713","-188.8394","-26.2261"
"4.721","-188.8388","-24.22766"
"4.73","-188.8421","-22.22003"
"4.738","-188.8483","-20.21399"
"4.746","-188.8538","-18.19928"
"4.755","-188.8656","-15.21317"
"4.763","-188.8696","-13.21991"
"4.771","-188.8638","-11.22556"
"4.78","-187.8687","-9.233337"
"4.788","-186.8795","-7.243591"
"4.796","-186.8683","-5.259186"
"4.805","-184.8763","-4.257416"
"4.813","-183.8768","-2.254974"
"4.821","-182.8677","-0.263092"
"4.83","-180.8661","0.7426453"
"4.838","-178.8693","1.753052"
"4.847","-176.8728","2.772217"
"4.855","-174.8797","4.763885"
"4.863","-172.8763","5.754181"
"4.872","-169.8793","5.756897"
"4.88","-166.8895","6.750488"
"4.888","-164.8788","6.760071"
"4.897","-161.8727","7.752716"
"4.905","-158.8553","7.759521"
"4.913","-154.8389","7.768646"
"4.922","-150.8224","7.778107"
"4.93","-145.8227","7.775604"
"4.938","-140.8323","6.789093"
"4.947","-136.836","6.782867"
"4.955","-132.8208","5.783813"
"4.963","-126.8281","4.770081"
"4.972","-121.8282","2.777405"
"4.98","-116.8322","1.774536"
"4.988","-112.8239","0.7735901"
"4.997","-107.8204","-0.225647"
"5.005","-102.8181","-1.222717"
"5.013","-98.80157","-1.233856"
"5.022","-92.80414","-2.231964"
"5.03","-88.79742","-2.238983"
"5.038","-84.78186","-2.245911"
"5.047","-79.78137","-2.254272"
"5.055","-74.7865","-2.259888"
"5.063","-70.76947","-2.246796"
"5.072","-64.77753","-1.260284"
"5.08","-60.77374","-1.259827"
"5.088","-56.75897","-1.241089"
"5.097","-51.76056","-0.2512207"
"5.105","-46.77155","-0.258728"
"5.113","-42.76495","-0.2576904"
"5.122","-37.76123","-0.2531433"
"5.13","-32.7605","-0.2470093"
"5.138","-28.75098","-0.241333"
"5.147","-23.7522","-0.2364502"
"5.155","-18.75696","-0.2274475"
"5.163","-14.74506","-0.2192993"
"5.172","-8.75293","-0.2169189"
"5.18","-4.751526","-0.2216492"
"5.189","-0.7406006","-0.2240601"
"5.197","4.26416","-1.214691"
"5.205","9.259155","-1.222473"
"5.214","13.27008","-2.220825"
"5.222","19.26239","-3.220337"
"5.23","23.27026","-4.212891"
"5.239","28.27319","-5.19754"
"5.247","33.27051","-6.187958"
"5.255","38.26166","-7.182251"
"5.264","42.26855","-8.174469"
"5.272","47.2749","-9.172485"
"5.28","52.28137","-10.17755"
"5.289","57.28461","-11.18234"
"5.297","62.28583","-12.17844"
"5.305","67.28546","-13.16235"
"5.314","72.28363","-13.17218"
"5.322","78.27496","-14.16669"
"5.33","82.28394","-14.17413"
"5.339","88.28235","-15.1694"
"5.347","93.27905","-15.16937"
"5.355","98.27673","-15.17154"
"5.364","103.2813","-15.17273"
"5.372","109.2782","-15.17212"
"5.38","114.2791","-15.15924"
"5.389","119.2773","-14.16223"
"5.397","124.2734","-14.15375"
"5.405","128.2814","-13.15598"
"5.414","134.2745","-13.14865"
"5.422","138.282","-12.1441"
"5.43","144.2734","-11.14594"
"5.439","148.2728","-10.15051"
"5.447","152.2759","-9.154755"
"5.455","156.2854","-8.157776"
"5.464","161.2865","-7.164246"
"5.472","166.2828","-7.154755"
"5.48","170.2791","-6.150085"
"5.489","174.2731","-5.153412"
"5.497","177.2745","-5.146362"
"5.506","180.2821","-4.147369"
"5.514","184.284","-4.146088"
"5.522","188.2796","-4.146301"
"5.531","190.2885","-4.144348"
"5.539","194.2853","-5.136169"
"5.547","196.2858","-5.134277"
"5.556","198.287","-5.140137"
"5.564","200.2912","-7.136322"
"5.572","202.293","-8.134735"
"5.581","204.2897","-9.134338"
"5.589","205.2885","-10.13495"
"5.597","206.2848","-11.13763"
"5.606","206.2867","-13.13351"
"5.614","204.2907","-13.13068"
"5.622","204.2832","-14.1319"
"5.631","203.2803","-15.13431"
"5.639","202.2772","-16.13773"
"5.647","200.283","-17.14017"
"5.656","199.2793","-18.14258"
"5.664","197.2739","-19.14789"
"5.672","194.2748","-21.13953"
"5.681","191.279","-22.14172"
"5.689","188.2835","-24.13528"
"5.697","186.276","-25.14331"
"5.706","182.279","-27.15167"
"5.714","179.2753","-29.15961"
"5.722","175.2722","-32.15561"
"5.731","171.2696","-34.15909"
"5.739","167.2659","-37.15338"
"5.747","163.2652","-39.15186"
"5.756","159.2634","-41.15335"
"5.764","154.2695","-43.15988"
"5.772","150.2683","-46.15906"
"5.781","145.269","-49.15262"
"5.789","140.2728","-51.14926"
"5.797","136.2736","-53.15018"
"5.806","132.272","-55.15195"
"5.814","124.2748","-61.15244"
"5.822","124.2748","-57.15332"
"5.831","120.2684","-59.16037"
"5.839","116.259","-61.1723"
"5.848","111.2643","-64.16492"
"5.856","107.2692","-66.1572"
"5.864","103.2725","-68.15137"
"5.873","99.26929","-70.14276"
"5.881","94.27618","-71.14816"
"5.889","90.2785","-73.1398"
"5.898","86.27991","-73.15091"
"5.906","82.28467","-74.15823"
"5.914","78.29095","-75.15851"
"5.923","74.2995","-75.17291"
"5.931","71.29694","-77.16415"
"5.939","67.30005","-77.16766"
"5.948","64.29694","-78.16495"
"5.956","60.30249","-78.17422"
"5.964","57.30334","-79.17795"
"5.973","54.2981","-80.17676"
"5.981","50.29889","-81.16974"
"5.989","46.30438","-81.16992"
"5.998","43.30255","-81.17764"
"6.006","40.29376","-81.19116"
"6.014","36.29541","-81.20172"
"6.023","32.30438","-81.20938"
"6.031","29.30695","-81.2128"
"6.039","26.30341","-81.20255"
"6.048","22.30945","-79.21463"
"6.056","21.30737","-79.20316"
"6.064","18.30542","-78.2132"
"6.073","14.30933","-77.2316"
"6.081","11.30157","-77.22089"
"6.089","7.306946","-76.23309"
"6.098","4.309631","-76.21716"
"6.106","1.309814","-75.22656"
"6.114","-1.69751","-75.20959"
"6.123","-4.713257","-74.21936"
"6.131","-8.710022","-74.19916"
"6.139","-11.71399","-73.2034"
"6.148","-14.72235","-73.17746"
"6.156","-17.73047","-72.17828"
"6.164","-20.73962","-71.19608"
"6.173","-23.7489","-71.18811"
"6.181","-27.74207","-70.19775"
"6.19","-30.73376","-70.18127"
"6.198","-33.7265","-69.18524"
"6.206","-36.71533","-69.16214"
"6.215","-38.72467","-68.16656"
"6.223","-41.73218","-68.14676"
"6.231","-44.74054","-67.15323"
"6.24","-47.74792","-67.13678"
"6.248","-50.75024","-66.14911"
"6.256","-53.742","-66.14322"
"6.265","-56.72888","-65.16388"
"6.273","-58.73279","-65.16693"
"6.281","-61.73389","-65.15781"
"6.29","-64.73334","-64.17697"
"6.298","-66.74683","-64.18619"
"6.306","-69.74744","-64.17523"
"6.315","-72.74249","-63.19464"
"6.323","-75.73267","-63.19641"
"6.331","-77.73639","-63.18265"
"6.34","-80.74109","-62.19116"
"6.348","-83.7384","-62.17908"
"6.356","-86.72443","-61.1944"
"6.365","-88.72748","-61.19629"
"6.373","-91.72449","-61.17844"
"6.381","-94.72388","-60.18735"
"6.39","-97.72009","-60.17441"
"6.398","-100.7161","-59.189"
"6.406","-103.7079","-59.18024"
"6.415","-106.6944","-59.1554"
"6.423","-108.7031","-58.15872"
"6.431","-112.6932","-58.14584"
"6.44","-114.7052","-57.1618"
"6.448","-118.6947","-57.15475"
"6.456","-120.6997","-57.13126"
"6.465","-124.6841","-56.14301"
"6.473","-126.6879","-56.13785"
"6.481","-129.692","-55.15717"
"6.49","-132.6941","-55.16183"
"6.498","-135.6913","-55.15027"
"6.506","-138.6826","-54.15778"
"6.515","-140.6922","-54.14145"
"6.523","-143.6961","-53.14264"
"6.532","-146.704","-52.14685"
"6.54","-149.7087","-51.15714"
"6.548","-152.7074","-50.17194"
"6.557","-154.7144","-49.18719"
"6.565","-157.716","-48.19479"
"6.573","-160.7047","-47.21039"
"6.582","-162.7045","-46.21323"
"6.59","-164.7096","-45.20505"
"6.598","-166.7175","-44.18378"
"6.607","-168.7198","-43.15585"
"6.615","-170.7234","-41.15741"
"6.623","-172.7191","-40.14429"
"6.632","-174.707","-38.1568"
"6.64","-175.7003","-37.15042"
"6.648","-176.6992","-35.16153"
"6.657","-177.6931","-34.15012"
"6.665","-178.6824","-32.15637"
"6.673","-178.6829","-31.14343"
"6.682","-179.6766","-29.13208"
"6.69","-179.6817","-27.13977"
"6.698","-180.669","-25.15012"
"6.707","-180.6563","-24.14236"
"6.715","-180.6473","-22.14343"
