Concept2 Utility - Version 7.14.0
Log Data for:,PM5 Memory
,,,,,Total Workout Results,,,,Split or Work Interval Results,,,,Results Calculated by Formulas,,,Interval Rest Results
,Name,Date,Time of Day,Workout Name,Time,Meters,Avg SPM,Avg Heart Rate,Time,Meters,SPM,Heart Rate,/500m,Cal/hr,Watt,Time,Meters,Heart Rate

,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,09:00.0,1549,21,0,,,,,02:54.3,527,66
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,216,19,0,02:18.8,749,131
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,223,21,0,02:14.5,794,144
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,230,26,0,02:10.4,842,158
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,242,30,0,02:03.9,932,184
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,243,35,0,02:03.4,940,186
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,01:00.0,259,43,0,01:55.8,1075,225
,PM5 Memory,2024-06-06,20:47,9x1:00/1:00r,,,,,,,,,,,,,867

