"Time","Handle/0/X","Handle/0/Y","Shoulder/0/X","Shoulder/0/Y","Seat/0/X","Seat/0/Y"
"1.735","-62.95935","-77.70337","212.6273","68.11404","238.8738","-157.1951"
"1.743","-64.93988","-76.67801","212.6249","67.11035","237.8726","-157.1729"
"1.752","-66.91687","-75.73657","211.6259","66.11548","236.8737","-157.1505"
"1.76","-68.8913","-75.66873","210.625","66.11975","235.8745","-157.1292"
"1.768","-69.9292","-74.6712","208.6249","67.1185","234.8773","-157.1091"
"1.777","-71.97003","-73.71402","207.623","67.11548","233.8796","-157.0923"
"1.785","-74.0127","-73.60501","206.6205","67.11142","232.884","-157.0765"
"1.793","-75.0376","-72.57996","204.6223","67.11108","232.8751","-157.0565"
"1.802","-77.07025","-71.55731","203.6232","67.11053","231.8676","-157.0368"
"1.81","-80.04083","-70.53583","202.6234","67.108","230.862","-157.0188"
"1.818","-82.00726","-69.51611","202.6224","66.11322","229.8597","-157.0011"
"1.827","-83.02979","-68.53552","200.6209","67.11115","228.8589","-156.9894"
"1.835","-85.04968","-67.55725","199.6195","67.1088","227.8606","-157.9788"
"1.844","-87.08044","-66.53522","198.6174","67.10587","226.8638","-157.9688"
"1.852","-89.11835","-65.4393","197.6147","67.10367","226.8566","-157.9498"
"1.86","-91.14618","-63.46899","197.6165","57.1044","225.85","-157.9355"
"1.869","-93.15076","-62.39734","191.6161","43.10254","224.8459","-157.9233"
"1.877","-95.13342","-60.40921","190.6167","43.10315","223.8451","-157.9128"
"1.885","-97.10095","-58.46698","189.6171","43.1026","222.8476","-157.901"
"1.894","-98.13708","-57.39459","189.616","43.09991","222.8383","-157.8848"
"1.902","-100.1456","-55.34253","187.6172","43.09808","221.8318","-157.8723"
"1.91","-102.0951","-53.27115","192.6177","57.09689","220.8312","-157.861"
"1.919","-103.1135","-51.22723","182.6205","43.09406","220.8203","-157.8439"
"1.927","-104.1533","-49.27582","184.621","43.09854","219.8149","-157.8333"
"1.935","-106.1217","-47.35614","190.623","57.09869","218.818","-157.8264"
"1.944","-107.0656","-46.23685","180.6256","43.09811","218.8121","-157.8134"
"1.952","-108.0341","-44.18835","179.629","43.09756","217.8156","-157.8052"
"1.96","-109.0216","-42.19446","180.6293","43.09961","217.8099","-157.7919"
"1.969","-110.0005","-40.26566","179.632","43.10165","217.7991","-157.7748"
"1.977","-110.0488","-39.23706","180.6333","44.09967","216.8024","-157.7656"
"1.985","-111.0541","-37.22571","180.6332","44.09961","216.802","-157.7537"
"1.994","-112.0152","-35.23367","178.6349","44.09567","216.8005","-157.7419"
"2.002","-111.9899","-34.17383","180.636","44.09824","216.7978","-157.7285"
"2.01","-113.02","-31.23328","180.6345","44.10025","216.7958","-157.7156"
"2.019","-112.0375","-30.24442","178.6354","44.10345","216.7957","-157.7026"
"2.027","-112.0583","-28.2569","179.6361","45.10184","216.7999","-157.692"
"2.035","-112.0642","-26.28278","178.6381","45.10376","216.805","-157.6821"
"2.044","-112.0399","-24.26099","181.6379","45.10577","217.8013","-157.6646"
"2.052","-112.0056","-22.24307","181.6381","46.10272","217.8055","-157.6499"
"2.06","-111.0093","-20.24884","182.6372","47.10251","218.8002","-157.6315"
"2.069","-110.0773","-18.27893","182.6371","47.10181","218.8042","-157.6177"
"2.077","-110.1074","-16.33502","182.6384","48.09641","219.8013","-157.599"
"2.085","-109.1392","-15.29156","183.6342","48.10492","220.796","-157.578"
"2.094","-108.1923","-13.28366","184.6328","48.11212","220.8017","-157.5633"
"2.102","-108.1604","-11.28726","185.6295","49.10965","221.8073","-157.5487"
"2.11","-106.19","-10.24188","186.6269","49.11331","222.8113","-157.535"
"2.119","-106.155","-8.214355","187.6259","49.11957","223.8151","-157.5217"
"2.127","-104.1407","-7.148529","188.6291","50.11972","225.8081","-157.5023"
"2.135","-103.1157","-5.115875","190.6251","50.12357","226.8052","-157.4854"
"2.144","-101.1594","-3.158051","191.6281","51.12192","227.8069","-157.4697"
"2.152","-99.21411","-2.144745","193.6252","51.12396","229.8015","-157.4503"
"2.16","-98.17865","-1.091736","194.6298","51.12759","230.803","-157.4354"
"2.169","-96.15735","-0.0479126","196.6298","52.12421","232.8002","-157.421"
"2.177","-94.15857","1.930237","198.6323","52.12299","234.7936","-157.3978"
"2.186","-91.1994","2.888672","200.6372","52.12686","235.7947","-157.38"
"2.194","-88.20801","2.921204","203.6378","53.12408","237.7943","-157.3582"
"2.202","-85.1994","3.917389","206.6351","53.12341","239.7941","-157.3379"
"2.211","-81.21344","3.962555","209.6316","53.12347","241.7958","-157.313"
"2.219","-78.17059","4.961273","211.6341","53.12613","243.7985","-157.2892"
"2.227","-73.17303","4.978668","214.6318","55.12415","246.7922","-157.2556"
"2.236","-69.14618","5.02356","217.6348","55.12396","248.7881","-157.2197"
"2.244","-64.1601","5.043976","221.6354","56.12228","250.7884","-157.1887"
"2.252","-59.1853","5.056","224.6374","56.12265","253.7814","-157.1504"
"2.261","-55.16046","5.056732","229.6348","57.12204","255.7806","-157.1136"
"2.269","-50.16614","5.051422","231.6349","57.12234","258.7728","-157.0707"
"2.277","-46.14313","5.030792","235.6362","58.12256","261.7648","-156.0909"
"2.286","-41.14862","4.041168","240.6347","60.12134","263.7643","-156.1127"
"2.294","-37.12769","4.021484","244.6344","61.12057","266.7569","-156.1295"
"2.302","-32.13214","3.020569","248.6362","65.11917","268.7584","-156.1499"
"2.311","-28.12061","2.022461","252.6389","63.11911","271.7513","-156.1659"
"2.319","-23.15961","1.02478","256.6396","64.11887","273.7492","-156.1818"
"2.327","-19.18304","0.03341675","259.6423","66.11771","275.7521","-156.1948"
"2.336","-15.17761","-0.9525452","263.644","66.11725","278.7427","-156.1997"
"2.344","-10.22064","-1.930328","267.6472","67.11575","280.7387","-156.205"
"2.352","-6.22168","-2.908112","271.6486","67.11514","282.7367","-156.2106"
"2.361","-2.206909","-3.888763","275.6439","68.11499","284.738","-156.2144"
"2.369","2.752197","-3.91684","277.6475","69.11404","286.7347","-156.2167"
"2.377","6.694336","-4.88385","281.6453","69.11411","288.7245","-156.215"
"2.386","10.68787","-4.905457","284.6467","70.11136","289.7242","-156.2191"
"2.394","14.70062","-5.903503","288.6444","70.11014","291.7107","-156.2158"
"2.402","19.65601","-5.894531","291.647","70.11246","292.7063","-156.2144"
"2.411","23.63928","-5.908936","294.6461","70.11496","293.7048","-156.2181"
"2.419","27.6377","-5.918243","297.6431","71.11011","294.7015","-156.2212"
"2.427","31.65369","-5.92865","300.6434","70.11276","295.6945","-156.2224"
"2.436","36.61823","-5.914276","303.6419","71.11118","295.7014","-156.2281"
"2.444","40.62445","-5.913177","306.6439","70.11325","296.6959","-156.2239"
"2.452","45.604","-5.901642","309.6478","70.11197","296.697","-156.2214"
"2.461","50.57721","-5.915253","312.6503","70.10944","296.6999","-156.2186"
"2.469","54.55005","-5.905731","315.6516","70.10834","296.7009","-156.2106"
"2.477","58.56128","-5.919067","318.6589","69.11047","296.6935","-156.1932"
"2.486","63.56628","-5.933197","321.6681","70.10876","295.699","-156.18"
"2.494","68.56201","-5.946472","325.655","69.11121","295.6946","-156.1616"
"2.502","73.55322","-5.95813","328.6483","68.10712","294.7011","-156.1481"
"2.511","78.52551","-6.906677","331.6416","69.10413","294.7002","-156.13"
"2.519","82.53674","-6.871674","333.6544","68.10355","294.6935","-156.1049"
"2.528","87.53217","-6.843903","336.6634","67.10318","294.6829","-156.0796"
"2.536","91.54584","-6.821533","339.668","66.10226","294.6675","-156.0487"
"2.544","96.54437","-6.82373","342.6779","65.10275","294.653","-156.0172"
"2.553","101.5499","-6.812744","345.6787","64.10236","294.6401","-155.9843"
"2.561","107.5121","-6.790863","348.6801","62.10364","294.6359","-156.9536"
"2.569","111.5172","-6.814789","350.6906","63.10281","294.6429","-156.9268"
"2.578","116.5086","-7.753937","353.6972","61.10391","295.6358","-156.8906"
"2.586","121.4753","-8.672852","356.6927","60.10464","295.6428","-156.8602"
"2.594","126.476","-8.627014","358.7139","61.10657","296.6423","-156.8227"
"2.603","131.4819","-9.543488","361.7218","60.10822","297.6315","-156.7792"
"2.611","137.4578","-9.547485","364.7169","59.10791","297.635","-156.7412"
"2.619","141.4703","-10.53851","367.7171","54.10989","298.6259","-156.697"
"2.628","146.4775","-11.50351","369.7036","56.11142","298.6247","-156.6547"
"2.636","152.4428","-12.43607","371.7021","57.11493","299.6151","-155.6848"
"2.644","157.4244","-13.35541","373.7366","58.11569","299.6088","-155.716"
"2.653","162.416","-14.26776","375.7878","58.12558","299.6031","-155.7449"
"2.661","167.4102","-15.22012","377.8228","58.13486","299.5991","-155.7759"
"2.669","171.4229","-16.18964","379.8293","58.14105","299.595","-155.8065"
"2.678","176.4232","-17.12714","381.8094","58.13559","299.5861","-156.7609"
"2.686","181.4243","-17.10052","383.8015","57.14758","299.577","-156.7149"
"2.694","187.4039","-17.11816","384.8159","58.15524","299.5668","-156.6655"
"2.703","192.3886","-18.0863","385.8267","59.15128","299.5583","-156.617"
"2.711","197.3828","-18.99255","387.8215","58.15759","299.5529","-156.5699"
"2.719","202.372","-20.00153","389.802","57.159","299.549","-156.5231"
"2.728","207.3525","-19.94073","390.8087","57.1604","300.5364","-155.5441"
"2.736","212.3451","-20.95914","391.833","57.18835","300.5254","-155.5653"
"2.744","217.3374","-21.89243","393.8462","56.20819","300.5153","-155.5828"
"2.753","222.3427","-21.89297","395.8586","55.24936","300.5062","-155.6"
"2.761","227.353","-22.80698","397.8662","54.3139","300.5005","-155.6143"
"2.769","233.3266","-22.74619","398.8684","54.25684","300.4971","-155.6282"
"2.778","237.3328","-22.69122","400.8148","53.25742","301.4844","-155.639"
"2.786","242.3425","-22.69574","401.7843","53.15515","301.4765","-155.6488"
"2.794","247.3518","-22.69534","402.8025","52.17642","301.4728","-155.6538"
"2.803","253.3236","-22.63892","403.8245","51.28076","301.4707","-155.6557"
"2.811","258.3132","-21.60742","404.813","51.25677","301.4713","-155.6523"
"2.819","263.2983","-20.62436","405.8043","50.33228","299.4697","-155.652"
"2.828","270.2822","-13.61642","406.7744","50.26443","299.4688","-155.6519"
"2.836","274.2904","-12.604","407.7222","49.29642","299.4688","-155.6545"
"2.845","279.2986","-10.60245","407.7045","49.30203","299.4688","-155.6593"
"2.853","285.2933","-8.608826","407.731","49.25143","299.4696","-155.6652"
"2.861","289.2927","-8.600037","408.7227","48.30719","300.4689","-155.6636"
"2.87","294.2911","-7.597534","408.7167","48.31531","301.4667","-155.6545"
"2.878","298.289","-7.596252","408.7104","48.29941","301.4661","-155.6476"
"2.886","302.2936","-7.587006","408.7175","48.22137","301.4658","-155.6417"
"2.895","307.2927","-7.570648","409.6838","47.21085","302.463","-155.629"
"2.903","311.2939","-7.546753","409.6492","47.13364","302.4612","-155.6176"
"2.911","315.2919","-7.516815","409.6443","46.13129","302.4612","-155.6088"
"2.92","317.3008","-7.504669","409.6436","46.06152","302.4603","-155.6023"
"2.928","318.311","-7.515259","410.6095","45.06488","302.4605","-155.5972"
"2.936","320.3187","-7.532898","410.575","45.01419","303.4565","-155.5865"
"2.945","322.3127","-7.554016","410.5643","44.03589","303.4528","-155.5758"
"2.953","322.3221","-8.538635","410.5521","44.00772","303.4484","-155.5647"
"2.961","323.3217","-8.515106","410.5496","43.03656","303.446","-155.5587"
"2.97","323.3264","-8.500916","410.5461","43.01825","303.4456","-155.5537"
"2.978","323.3303","-8.490112","410.5507","42.04486","303.4427","-155.55"
"2.986","323.326","-8.496582","410.548","42.0199","303.4403","-155.5482"
"2.995","321.3321","-9.50296","410.5529","41.04123","303.4368","-155.5447"
"3.003","320.334","-10.50751","410.5522","41.0127","303.4329","-155.5403"
"3.011","318.3397","-12.49686","410.5563","40.01538","302.4334","-155.5452"
"3.02","317.3414","-13.50613","410.5632","39.05243","302.4342","-155.549"
"3.028","314.3495","-15.51282","410.5649","39.04404","302.4326","-155.5558"
"3.036","312.3495","-17.51367","410.5696","38.06552","302.4317","-155.5618"
"3.045","310.3509","-19.50977","410.5692","37.11478","302.4296","-155.5669"
"3.053","308.3492","-21.50589","409.5913","37.11526","302.4278","-155.5707"
"3.061","305.35","-23.51395","409.5845","37.05481","302.4231","-155.5747"
"3.07","302.3551","-25.5217","409.5791","36.04691","302.4186","-155.5796"
"3.078","300.3524","-27.53049","409.5817","35.07532","302.4144","-155.5856"
"3.086","297.3483","-29.53503","400.58","36.11716","302.41","-155.5912"
"3.095","293.3551","-31.5495","399.5725","36.07092","302.4051","-155.5959"
"3.103","289.3546","-34.52979","397.5792","36.03271","301.4063","-155.609"
"3.111","288.3517","-35.54218","396.5781","35.96854","301.4074","-155.6222"
"3.12","285.3486","-37.54486","395.5737","36.89505","301.409","-155.636"
"3.128","281.3552","-39.56247","395.571","35.94766","302.4036","-155.6442"
"3.136","278.3586","-41.57193","393.573","36.01022","302.4","-155.6516"
"3.145","275.3568","-43.55765","390.5714","35.92831","302.3953","-155.6587"
"3.153","272.3626","-44.58322","388.5762","36.85294","302.3917","-155.6681"
"3.161","269.3612","-46.58118","388.574","35.8912","302.3872","-155.6752"
"3.17","266.3605","-47.59665","386.5735","35.93033","302.3837","-155.6843"
"3.178","262.3602","-49.58282","384.576","35.95975","302.3809","-155.6926"
"3.187","259.3622","-50.58313","382.5792","35.98624","302.3779","-155.7012"
"3.195","257.3614","-51.58838","380.5765","35.98526","302.3751","-155.713"
"3.203","252.3658","-53.58875","378.5733","35.98132","302.374","-155.7255"
"3.212","250.3685","-54.5878","376.5732","35.97403","302.374","-155.7379"
"3.22","248.3689","-55.58371","374.5829","35.97034","302.3732","-155.75"
"3.228","245.3724","-56.59061","373.5784","35.97827","302.3735","-155.7628"
"3.237","243.3735","-57.60016","371.5837","35.99026","302.3744","-155.7754"
"3.245","239.3769","-59.59891","369.5865","36.04388","303.3688","-155.7809"
"3.253","237.3784","-60.60648","367.5865","35.10522","303.3635","-155.7845"
"3.262","234.3807","-62.60538","366.5781","36.03784","302.3645","-155.7997"
"3.27","232.3818","-63.61533","364.5738","35.98587","303.3599","-155.8051"
"3.278","229.3835","-65.62125","362.5712","36.97073","303.356","-155.8117"
"3.287","226.3883","-67.62527","360.5704","36.96533","303.3522","-155.8181"
"3.295","224.392","-68.63733","358.5684","37.01331","303.3491","-155.8226"
"3.303","221.3946","-70.64456","356.5763","36.96338","303.3457","-155.8274"
"3.312","218.3987","-72.64349","354.5873","37.94916","303.3444","-155.8348"
"3.32","216.4009","-73.64926","352.5989","37.95721","303.3455","-155.8434"
"3.328","214.4036","-74.6535","350.6078","37.97586","304.3435","-155.8461"
"3.337","212.4077","-75.66205","349.6181","38.95163","304.3425","-155.851"
"3.345","213.4073","-75.67505","347.6238","38.94928","305.3384","-155.8588"
"3.353","210.4042","-77.67343","345.6309","38.96002","305.3337","-155.8671"
"3.362","208.3993","-78.6763","344.6314","39.94778","305.3309","-155.8774"
"3.37","206.4004","-79.68372","342.6391","39.94666","305.3278","-155.8884"
"3.378","204.4006","-81.6683","340.6467","39.95471","305.3251","-155.9"
"3.387","202.4015","-82.65363","339.6544","40.93817","305.3231","-155.9122"
"3.395","199.4017","-83.65381","337.6541","40.94586","305.3207","-155.9247"
"3.403","197.402","-84.65945","336.6556","41.92944","305.3194","-155.9398"
"3.412","195.4047","-85.67587","334.6591","41.91602","305.3195","-155.9548"
"3.42","192.4084","-87.66629","332.6669","41.91647","305.3193","-155.9708"
"3.428","191.41","-88.66052","332.6535","42.9209","306.3042","-155.9893"
"3.437","190.4099","-89.65305","329.6681","42.90424","306.2896","-156.0087"
"3.445","188.4107","-90.63907","327.6822","42.89191","306.2762","-155.0278"
"3.453","185.4104","-91.62302","325.6912","42.89825","306.2633","-155.0472"
"3.462","183.4114","-91.63843","323.6987","42.90338","306.2518","-155.0677"
"3.47","180.4142","-92.64212","321.7153","42.89502","306.2396","-155.0886"
"3.478","178.416","-93.62976","320.7333","43.85486","306.2277","-155.1111"
"3.487","177.4152","-93.63477","318.7562","43.8273","306.2157","-155.1346"
"3.495","174.4161","-94.62302","317.7341","43.85718","306.2031","-155.1614"
"3.504","173.4149","-94.62384","316.7131","44.8598","305.2044","-155.188"
"3.512","170.4167","-95.61646","314.7009","44.86563","305.2038","-156.1449"
"3.52","169.4164","-95.6268","312.6932","44.87686","305.2032","-156.1022"
"3.529","167.4159","-96.62408","310.697","44.88895","305.2036","-156.0591"
"3.537","164.4201","-97.6124","309.7017","45.88177","305.2031","-156.0165"
"3.545","164.4196","-97.61322","307.7104","45.87405","305.2021","-155.974"
"3.554","161.4208","-98.60696","305.7162","45.88135","305.2017","-156.933"
"3.562","161.4193","-98.61557","304.7327","46.85199","305.2014","-156.8933"
"3.57","166.4152","-98.60938","302.7473","46.82867","305.1998","-156.8528"
"3.579","152.4144","-100.622","301.7471","46.83005","305.1961","-156.8138"
"3.587","150.4067","-101.6162","299.7463","46.83929","305.1923","-156.7777"
"3.595","148.3947","-101.6202","297.749","46.84378","305.1865","-156.7386"
"3.604","145.3933","-102.6147","295.7714","46.83728","305.1804","-156.7008"
"3.612","142.3949","-103.5981","294.7417","46.88165","305.1707","-156.6601"
"3.62","140.3917","-103.595","293.7376","47.86652","305.1605","-156.6212"
"3.629","138.3865","-103.5984","291.7683","47.83438","305.1502","-156.5823"
"3.637","136.3794","-103.6055","290.7535","47.84695","305.1401","-156.5451"
"3.645","127.3834","-109.6095","288.763","47.84799","305.1273","-156.5083"
"3.654","121.3877","-124.5671","287.7361","47.88208","305.1133","-156.4709"
"3.662","120.3803","-124.5706","285.7444","47.88657","305.0963","-156.4362"
"3.67","118.3784","-124.6146","285.7228","48.8974","304.1028","-156.4083"
"3.679","116.3824","-125.6036","283.7387","48.87567","304.1053","-156.3827"
"3.687","116.371","-125.6113","282.7316","48.8764","304.1041","-156.3571"
"3.695","113.3726","-126.6078","280.7543","48.85281","304.098","-156.3331"
"3.704","95.36823","-135.5896","279.7504","48.85495","304.0903","-156.3085"
"3.712","96.36188","-135.5661","278.7366","48.87106","304.0734","-156.2817"
"3.72","96.35547","-135.5424","277.7124","48.88928","303.0776","-156.2622"
"3.729","95.35211","-135.5132","275.7578","48.85333","303.0752","-156.2449"
"3.737","94.35309","-135.4885","274.7672","48.84354","303.0666","-156.2273"
"3.745","96.35693","-134.5044","273.7512","48.85791","303.0509","-156.2094"
"3.754","96.35284","-134.5002","271.7916","48.82166","302.0493","-156.2004"
"3.762","95.35297","-134.5","270.8027","48.8139","302.0412","-156.1878"
"3.77","94.35577","-134.5013","269.8026","48.81503","301.043","-156.1824"
"3.779","95.3515","-133.4947","268.7742","48.84491","301.0384","-156.1743"
"3.787","91.34625","-111.9818","266.7961","48.82959","300.0442","-156.1718"
"3.795","89.3512","-110.9902","265.79","48.84415","300.041","-156.1674"
"3.804","87.35229","-111.9832","264.7671","48.87497","300.0277","-156.1564"
"3.812","85.35388","-111.9888","262.7717","48.87839","299.0262","-156.1537"
"3.82","83.35266","-112.9836","261.7691","48.8891","299.0137","-156.1426"
"3.829","81.35284","-112.986","260.754","48.91376","298.0125","-156.1393"
"3.837","79.35681","-112.997","258.7509","48.92017","298.0017","-156.1281"
"3.846","77.35382","-113.9962","257.7194","48.95035","297.001","-156.1256"
"3.854","75.35199","-114.0039","255.7358","48.93774","296.9885","-156.115"
"3.862","72.35944","-114.0048","254.7377","48.94525","296.9846","-156.1102"
"3.871","70.37054","-114.0143","253.7214","48.97455","295.9901","-156.1096"
"3.879","69.36713","-114.0197","252.6951","49.01877","295.9788","-156.0992"
"3.887","66.37549","-115.0167","250.7045","48.02927","294.9776","-156.0942"
"3.896","65.37579","-114.0291","250.6897","49.03149","293.9836","-156.0924"
"3.904","63.37683","-114.0407","249.6602","49.04855","293.9762","-156.082"
"3.912","84.88068","-120.0542","247.6694","49.03134","292.9755","-156.0745"
"3.921","84.87677","-120.0381","246.6621","49.03391","292.9609","-156.0607"
"3.929","84.89044","-118.0573","245.6472","49.04471","291.9541","-156.0546"
"3.937","83.88672","-118.0498","243.6534","49.03516","290.9567","-156.0524"
"3.946","83.8941","-116.0612","242.652","49.03839","290.9451","-156.0464"
"3.954","82.88977","-116.049","241.632","49.0596","289.9431","-156.0451"
"3.962","82.88507","-115.0368","240.6106","49.08902","288.9485","-156.0477"
"3.971","81.8916","-114.0429","238.6097","49.09943","288.9421","-156.0444"
"3.979","67.88928","-103.024","237.6056","49.11633","287.9449","-156.05"
"3.987","45.38184","-112.0251","234.6087","49.1156","287.936","-156.0498"
"3.996","41.38928","-112.0329","232.6075","49.12039","286.9347","-156.0547"
"4.004","39.39343","-112.0259","230.6166","49.1167","286.9215","-156.0536"
"4.012","38.38812","-111.0311","230.6178","50.11194","285.9135","-156.0592"
"4.021","35.4007","-111.037","229.6149","50.11435","284.9163","-156.0671"
"4.029","33.41101","-111.0348","227.6206","50.11502","284.9061","-156.0738"
"4.037","32.41711","-110.0506","226.6068","50.13611","283.9055","-156.0846"
"4.046","30.42157","-110.0569","224.6147","50.14078","282.9113","-156.0986"
"4.054","28.42645","-110.0585","224.6058","51.14194","282.9054","-156.1099"
"4.062","48.43237","-100.0412","223.5918","51.15646","281.9055","-156.1239"
"4.071","47.42749","-100.0023","221.5948","51.159","281.8921","-156.1335"
"4.079","45.43109","-99.02914","220.5931","51.16986","280.8861","-156.1489"
"4.087","43.43237","-99.04117","220.5868","52.16989","279.8886","-156.1671"
"4.096","41.4339","-99.02896","218.5887","52.1662","279.8754","-156.1807"
"4.104","39.42975","-98.99304","217.5867","52.16849","278.871","-156.2001"
"4.112","38.42767","-98.99042","216.5775","52.18164","277.8694","-156.2223"
"4.121","49.42731","-95.97287","216.5692","53.18253","276.8771","-156.2498"
"4.129","48.42755","-94.97873","214.5704","53.17932","276.8669","-156.271"
"4.137","50.42865","-93.97021","213.5676","53.18201","275.8642","-156.2976"
