Concept2 Utility - Version 7.14.0
Log Data for:,PM5 Memory
,,,,,Total Workout Results,,,,Split or Work Interval Results,,,,Results Calculated by Formulas,,,Interval Rest Results
,Name,Date,Time of Day,Workout Name,Time,Meters,Avg SPM,Avg Heart Rate,Time,Meters,SPM,Heart Rate,/500m,Cal/hr,Watt,Time,Meters,Heart Rate

,PM5 Memory,2019-12-07,10:48,2000,08:59.4,2000,36,0,,,,,02:14.8,0,0
,PM5 Memory,2019-12-07,10:48,500,,,,,02:11.0,500,39,0,02:11.0,0,0
,PM5 Memory,2019-12-07,10:48,1000,,,,,02:13.4,1000,36,0,02:13.4,0,0
,PM5 Memory,2019-12-07,10:48,1500,,,,,02:15.8,1500,35,0,02:15.8,0,0
,PM5 Memory,2019-12-07,10:48,2000,,,,,02:19.2,2000,38,0,02:19.2,0,0
